gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocyte	dendritic_cell	endothelial_cell	malignant_cell	mast_cell	monocyte	mural_cell	natural_killer_cell	neuron	oligodendrocyte	radial_glial_cell
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0F73F8631	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS04D0A3F59	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS05EBA46D7	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0149222E6	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0B3531507	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS096FD79C8	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0AF64B48C	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS09B0E9421	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0B6EFDA1A	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0EBC9A333	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS08A2EA5F7	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS026456D1C	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS05FB0A7F1	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS02B318AF4	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0A15628EE	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS035E6950E	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0C263D269	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0CD3AB1EE	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS05A78F361	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0306D4D86	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0722E870D	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS07AD29D6C	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS04E1C95F5	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS0E193F054	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS00AE5010A	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS08BD41C01	0.033	0.013	0.016	0.043	0.007	0.004	0.011	0.002	0.0	0.015	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0AC9A92AD	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS016BAF864	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS00DEA8C12	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0444041A5	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0557988CE	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS06703B08B	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0725C2185	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0FF5F9AAF	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS092A988FB	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0C2B25B68	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0854644B2	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS05C76711D	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS084F0F988	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0CC6D5AFF	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS01E2B7EF5	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0CCD8150B	0.033	0.004	0.016	0.043	0.003	0.005	0.011	0.001	0.032	0.074	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS04C0033E6	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0890B81F6	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS008DA70F3	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS044358A94	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS053132A17	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0C4B40F75	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0C8354279	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0C93912BC	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS01903DA09	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0EFD1729B	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0F96B32B8	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0FB43E17E	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0EBF4306E	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0252398E9	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS01377664E	0.054	0.006	0.063	0.043	0.005	0.002	0.029	0.002	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS062754C53	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0382E5A36	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS01521EE2B	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A2518705	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS00F608BF1	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS06F5B58EC	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0EA6AE0F7	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS07A47FD47	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0E9155EA2	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A5EAECEB	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS01C37C086	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS09F32EE7D	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS06AC68D62	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A16E48B6	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS035AE34D1	0.054	0.004	0.114	0.043	0.003	0.002	0.03	0.001	0.0	0.009	0.003
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0507A53BC	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS04EF7616F	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS00D2EE99D	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0F8EF2F56	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS04DDE3B6A	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS08F2F1471	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0AACBB208	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS01C2D7CF3	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0ADD1BA62	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS035CDF184	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS011A5A5AB	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0CA549059	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS09368C2BE	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS066C7EA9C	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS069C5C656	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0B03558D5	0.06	0.002	0.006	0.059	0.0	0.004	0.029	0.0	0.0	0.011	0.006
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS04B8C1A44	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0613E3AB7	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS04EF3E555	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS086CDC104	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0F6C6BD92	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0D35A8B40	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0E1E8DC79	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS05835BB8A	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS03C03A2E0	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0BDB8F8B9	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0542286CC	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0A13F16D1	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS020569D97	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0003E8838	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS037DFC929	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0754A8484	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0FE6AA4D0	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0782E09E8	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS008F67A0E	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0F1D971DE	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS041FF105F	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0244B7A6E	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS09D520908	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS09B942EAA	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS075091014	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS02E7B3383	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS01A382EA4	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0B512D5C5	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0904AE905	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0702C5FFF	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS072025B4D	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.015	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS073016411	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0CCD3D0A1	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05FC0F405	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS01757E3CC	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0C63C1412	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.293	1.147	0.77	0.361	0.242	1.396	0.389	0.206	0.032	0.09	0.02
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.293	1.147	0.77	0.361	0.242	1.396	0.389	0.206	0.032	0.09	0.02
GALR1	P47211	True	GALR1_HUMAN	GALR1	CPI-CS078789914	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR1	P47211	True	GALR1_HUMAN	GALR1	CPI-CS0706E3D9E	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR1	CPI-CS078789914	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR1	CPI-CS0706E3D9E	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS003A1148E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS015084945	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS0253C9C61	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS0CF4C33B4	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS07EFD6AA8	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS02C8078A6	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS003A1148E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS015084945	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS0253C9C61	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS0CF4C33B4	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS07EFD6AA8	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS02C8078A6	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.004	0.24	0.007	0.0	0.022	0.155	0.019	0.006	0.0	0.009	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.0	0.0	0.001	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.004	0.24	0.007	0.0	0.022	0.155	0.019	0.006	0.0	0.009	0.0
