gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AC-like	MES-like	NPC-like	OPC-like	macrophage	microglial_cell
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05FC0F405	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS01757E3CC	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.0	0.0	0.055	0.002	0.002	0.003
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.0	0.0	0.055	0.002	0.002	0.003
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.412	0.676	0.098	0.216	1.668	1.652
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.412	0.676	0.098	0.216	1.668	1.652
GALR1	P47211	True	GALR1_HUMAN	GALR1	CPI-CS078789914	0.002	0.001	0.0	0.001	0.0	0.0
GALR1	P47211	True	GALR1_HUMAN	GALR1	CPI-CS0706E3D9E	0.002	0.001	0.0	0.001	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR1	CPI-CS078789914	0.002	0.001	0.0	0.001	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR1	CPI-CS0706E3D9E	0.002	0.001	0.0	0.001	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS003A1148E	0.001	0.001	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS015084945	0.001	0.001	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS0253C9C61	0.001	0.001	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS0CF4C33B4	0.001	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS07EFD6AA8	0.001	0.0	0.0	0.0	0.0	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR3	CPI-CS02C8078A6	0.001	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS003A1148E	0.001	0.001	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS015084945	0.001	0.001	0.0	0.0	0.0	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS0253C9C61	0.001	0.001	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS0CF4C33B4	0.001	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS07EFD6AA8	0.001	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	True	GALR3_HUMAN	GALR3	CPI-CS02C8078A6	0.001	0.0	0.0	0.0	0.0	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.003	0.001	0.001	0.012	0.092	0.073
CSF2RB	P32927	True	IL3RB_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.001	0.0	0.0	0.004	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.003	0.001	0.001	0.012	0.092	0.073
GP1BA	P07359	True	GP1BA_HUMAN	Glycoprotein_Ib_complex	CPI-CS060498A2E	0.001	0.002	0.0	0.0	0.0	0.0
GP1BB	P13224	True	GP1BB_HUMAN	Glycoprotein_Ib_complex	CPI-CS060498A2E	0.001	0.002	0.0	0.0	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0B6CBE509	0.014	0.0	0.001	0.001	0.001	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS045AC7D7C	0.014	0.0	0.001	0.001	0.001	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0FF6E7611	0.014	0.0	0.001	0.001	0.001	0.0
IGF1R	P08069	True	IGF1R_HUMAN	IGF1R_enhancerComGPC3	CPI-CS099D829B9	0.002	0.003	0.023	0.016	0.0	0.0
GPC3	P51654	True	GPC3_HUMAN	IGF1R_enhancerComGPC3	CPI-CS099D829B9	0.002	0.003	0.023	0.016	0.0	0.0
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-CS090610CD1	0.01	0.006	0.007	0.033	0.366	0.271
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-CS090610CD1	0.01	0.006	0.007	0.033	0.366	0.271
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.117	0.076	0.086	0.109	0.025	0.03
IL13RA1	P78552	True	I13R1_HUMAN	IL13_receptor	CPI-CS02010E82F	0.006	0.005	0.003	0.021	0.199	0.208
IL4R	P24394	True	IL4RA_HUMAN	IL13_receptor	CPI-CS02010E82F	0.006	0.005	0.003	0.021	0.199	0.208
IL15RA	Q13261	True	I15RA_HUMAN	IL15_receptor	CPI-CS068959EAB	0.002	0.001	0.0	0.005	0.016	0.003
IL2RB	P14784	True	IL2RB_HUMAN	IL15_receptor	CPI-CS068959EAB	0.002	0.001	0.0	0.005	0.016	0.003
IL18R1	Q13478	True	IL18R_HUMAN	IL18_receptor	CPI-CS09E0127D2	0.0	0.0	0.0	0.0	0.001	0.0
IL18RAP	O95256	True	I18RA_HUMAN	IL18_receptor	CPI-CS09E0127D2	0.0	0.0	0.0	0.0	0.001	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS0465E25F9	0.006	0.059	0.002	0.008	0.014	0.001
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS093EA33BE	0.006	0.059	0.002	0.008	0.014	0.001
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS01C6805BA	0.006	0.059	0.002	0.008	0.014	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS0465E25F9	0.006	0.059	0.002	0.008	0.014	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS093EA33BE	0.006	0.059	0.002	0.008	0.014	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS01C6805BA	0.006	0.059	0.002	0.008	0.014	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS05F37AC7A	0.004	0.013	0.003	0.011	0.055	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS09CDFC0C5	0.004	0.013	0.003	0.011	0.055	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS0A13FF479	0.004	0.013	0.003	0.011	0.055	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33_receptor	CPI-CS0552A7387	0.0	0.002	0.0	0.001	0.001	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36_receptor	CPI-CS0A84CCCDB	0.0	0.0	0.001	0.0	0.005	0.002
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS05F37AC7A	0.004	0.013	0.003	0.011	0.055	0.017
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS09CDFC0C5	0.004	0.013	0.003	0.011	0.055	0.017
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS0A13FF479	0.004	0.013	0.003	0.011	0.055	0.017
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-CS0BB947675	0.004	0.01	0.006	0.007	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-CS07DF0B644	0.004	0.01	0.006	0.007	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-CS0BB947675	0.004	0.01	0.006	0.007	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-CS07DF0B644	0.004	0.01	0.006	0.007	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_II	CPI-CS0AD5A758B	0.0	0.0	0.0	0.001	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20_receptor_Type_II	CPI-CS0AD5A758B	0.0	0.0	0.0	0.001	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.001	0.0	0.001	0.019	0.017
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.002	0.004	0.004	0.006	0.002	0.001
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.001	0.0	0.001	0.019	0.017
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33_receptor	CPI-CS0552A7387	0.0	0.002	0.0	0.001	0.001	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	0.002	0.004	0.004	0.006	0.002	0.001
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-CS0A84CCCDB	0.0	0.0	0.001	0.0	0.005	0.002
IL5RA	Q01344	True	IL5RA_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.001	0.0	0.0	0.004	0.0	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.028	0.059	0.012	0.032	0.206	0.237
IL7R	P16871	True	IL7RA_HUMAN	IL7_receptor	CPI-CS08B606C20	0.004	0.003	0.003	0.018	0.117	0.03
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-CS08B606C20	0.004	0.003	0.003	0.018	0.117	0.03
FGFR1	P11362	True	FGFR1_HUMAN	Klotho_FGFR1	CPI-CS0E318EE6C	0.002	0.003	0.001	0.002	0.001	0.0
KL	Q9UEF7	True	KLOT_HUMAN	Klotho_FGFR1	CPI-CS0E318EE6C	0.002	0.003	0.001	0.002	0.001	0.0
KREMEN1	Q96MU8	True	KREM1_HUMAN	Kremen1_LRP6	CPI-CS0F6E83D4B	0.036	0.048	0.044	0.036	0.009	0.008
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-CS0D1C23747	0.007	0.002	0.008	0.004	0.0	0.0
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-CS0730C30B0	0.007	0.002	0.008	0.004	0.0	0.0
MUSK	O15146	True	MUSK_HUMAN	LRP4_MUSK_complex	CPI-CS04D748A7D	0.0	0.0	0.001	0.0	0.0	0.0
LRP4	O75096	True	LRP4_HUMAN	LRP4_MUSK_complex	CPI-CS04D748A7D	0.0	0.0	0.001	0.0	0.0	0.0
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	0.166	0.187	0.168	0.185	0.366	0.243
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	0.166	0.187	0.168	0.185	0.366	0.243
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	0.166	0.187	0.168	0.185	0.366	0.243
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	0.007	0.005	0.003	0.005	0.003	0.001
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.007	0.005	0.003	0.005	0.003	0.001
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.007	0.005	0.003	0.005	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	0.007	0.005	0.003	0.005	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.007	0.005	0.003	0.005	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.007	0.005	0.003	0.005	0.003	0.001
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	0.001	0.001	0.001	0.003	0.082	0.046
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0C89AD6A7	0.0	0.0	0.0	0.0	0.015	0.01
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	0.0	0.0	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.001	0.0	0.001	0.003	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0EFC3DBAF	0.001	0.0	0.001	0.003	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0900D8465	0.001	0.0	0.001	0.003	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.001	0.0	0.001	0.003	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.001	0.0	0.001	0.003	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0EFC3DBAF	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0900D8465	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.001	0.0	0.001	0.003	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.001	0.0	0.001	0.003	0.0	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-CS060B4E81F	0.0	0.001	0.001	0.0	0.0	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IbIIb_TDGF1	CPI-CS05AEAC684	0.0	0.001	0.001	0.0	0.0	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IcIIb_TDGF1	CPI-CS02FBABE5A	0.0	0.001	0.001	0.0	0.0	0.0
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.097	0.255	0.018	0.09	0.008	0.001
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-CS061152023	0.032	0.029	0.013	0.025	0.01	0.001
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-CS061152023	0.032	0.029	0.013	0.025	0.01	0.001
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.021	0.014	0.02	0.019	0.002	0.001
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.011	0.014	0.014	0.009	0.001	0.0
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.021	0.014	0.02	0.019	0.023	0.007
BOC	Q9BWV1	True	BOC_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.021	0.014	0.02	0.019	0.002	0.001
BOC	Q9BWV1	True	BOC_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.069	0.045	0.096	0.081	0.002	0.001
CDON	Q4KMG0	True	CDON_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.011	0.014	0.014	0.009	0.001	0.0
CDON	Q4KMG0	True	CDON_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.011	0.041	0.014	0.009	0.001	0.0
GAS1	P54826	True	GAS1_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.021	0.014	0.02	0.019	0.023	0.007
GAS1	P54826	True	GAS1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.069	0.045	0.112	0.118	0.007	0.007
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.069	0.045	0.096	0.081	0.002	0.001
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.011	0.041	0.014	0.009	0.001	0.0
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.069	0.045	0.112	0.118	0.007	0.007
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.008	0.005	0.001	0.016	0.009	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.03	0.032	0.045	0.063	0.05	0.039
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.102	0.088	0.046	0.076	0.05	0.039
TREM2	Q9NZC2	True	TREM2_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.03	0.032	0.045	0.063	0.05	0.039
TYROBP	O43914	True	TYOBP_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.03	0.032	0.045	0.063	0.05	0.039
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.102	0.088	0.046	0.076	0.05	0.039
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.064	0.042	0.046	0.076	0.016	0.017
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.064	0.042	0.046	0.076	0.016	0.017
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.099	0.11	0.046	0.076	0.04	0.036
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.095	0.075	0.046	0.06	0.002	0.001
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.064	0.042	0.046	0.076	0.016	0.017
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.064	0.042	0.046	0.076	0.016	0.017
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.099	0.11	0.046	0.076	0.04	0.036
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.095	0.075	0.046	0.06	0.002	0.001
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS09C48BE1A	0.006	0.009	0.011	0.02	0.012	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.052	0.127	0.083	0.028	0.004	0.002
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.052	0.127	0.083	0.028	0.004	0.002
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.052	0.127	0.083	0.028	0.004	0.002
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.052	0.126	0.081	0.028	0.004	0.002
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.052	0.126	0.081	0.028	0.004	0.002
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.052	0.127	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.052	0.127	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.052	0.127	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.017	0.014	0.023	0.028	0.003	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC065EAD131	0.017	0.011	0.02	0.016	0.004	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC0B7305040	0.017	0.011	0.02	0.016	0.004	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC08FFD9783	0.017	0.011	0.02	0.016	0.004	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.002	0.001	0.004	0.005	0.0	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.002	0.001	0.004	0.005	0.0	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.002	0.001	0.004	0.005	0.0	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.052	0.126	0.081	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0DACB3814	0.052	0.133	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0EE65B390	0.052	0.133	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0D18F107A	0.052	0.133	0.083	0.028	0.004	0.002
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC01013C167	0.002	0.001	0.004	0.005	0.0	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC0B0EE8B92	0.002	0.001	0.004	0.005	0.0	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC07EB70E9C	0.002	0.001	0.004	0.005	0.0	0.0
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.052	0.126	0.081	0.028	0.004	0.002
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.052	0.126	0.081	0.028	0.004	0.002
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.052	0.126	0.081	0.028	0.004	0.002
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.052	0.126	0.081	0.028	0.004	0.002
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.052	0.126	0.081	0.028	0.004	0.002
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.052	0.126	0.081	0.028	0.004	0.002
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.017	0.014	0.023	0.028	0.003	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.017	0.014	0.023	0.028	0.003	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.017	0.014	0.023	0.028	0.003	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.017	0.014	0.023	0.028	0.003	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.017	0.014	0.023	0.028	0.003	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.017	0.014	0.023	0.028	0.003	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.017	0.014	0.023	0.028	0.003	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.017	0.014	0.023	0.028	0.003	0.0
