id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	AC-like|AC-like	AC-like|MES-like	AC-like|NPC-like	AC-like|OPC-like	AC-like|macrophage	AC-like|microglial_cell	MES-like|AC-like	MES-like|MES-like	MES-like|NPC-like	MES-like|OPC-like	MES-like|macrophage	MES-like|microglial_cell	NPC-like|AC-like	NPC-like|MES-like	NPC-like|NPC-like	NPC-like|OPC-like	NPC-like|macrophage	NPC-like|microglial_cell	OPC-like|AC-like	OPC-like|MES-like	OPC-like|NPC-like	OPC-like|OPC-like	OPC-like|macrophage	OPC-like|microglial_cell	macrophage|AC-like	macrophage|MES-like	macrophage|NPC-like	macrophage|OPC-like	macrophage|macrophage	macrophage|microglial_cell	microglial_cell|AC-like	microglial_cell|MES-like	microglial_cell|NPC-like	microglial_cell|OPC-like	microglial_cell|macrophage	microglial_cell|microglial_cell
CPI-SC0251EEF61	COL6A1_integrin_a10b1_complex	simple:P12109	complex:integrin_a10b1_complex	ENSG00000142156		True	False	False	curated	True	0.241	0.234	0.243	0.234	0.226	0.225	0.363	0.355	0.365	0.356	0.348	0.347	0.11	0.103	0.112	0.103	0.095	0.094	0.183	0.176	0.185	0.176	0.168	0.167	0.03	0.022	0.032	0.023	0.015	0.014	0.02	0.013	0.022	0.013	0.005	0.004
CPI-SC07F654CB3	COL6A2_integrin_a10b1_complex	simple:P12110	complex:integrin_a10b1_complex	ENSG00000142173		True	False	False	curated	True	0.074	0.066	0.076	0.067	0.059	0.058	0.228	0.221	0.231	0.221	0.213	0.212	0.063	0.056	0.066	0.057	0.049	0.047	0.059	0.051	0.061	0.052	0.044	0.043	0.02	0.012	0.022	0.013	0.005	0.004	0.018	0.011	0.02	0.011	0.003	0.002
CPI-SC059D160BE	COL6A3_integrin_a10b1_complex	simple:P12111	complex:integrin_a10b1_complex	ENSG00000163359		True	False	False	curated	True	0.021	0.013	0.023	0.014	0.006	0.005	0.027	0.02	0.029	0.02	0.012	0.011	0.019	0.012	0.022	0.013	0.005	0.003	0.025	0.018	0.028	0.018	0.011	0.009	0.028	0.021	0.031	0.021	0.013	0.012	0.019	0.012	0.022	0.012	0.004	0.003
CPI-SC034D4CF73	COL11A2_integrin_a10b1_complex	simple:P13942	complex:integrin_a10b1_complex	ENSG00000204248		True	False	False	curated	True	0.025	0.017	0.027	0.018	0.01	0.009	0.021	0.014	0.024	0.015	0.007	0.005	0.039	0.032	0.042	0.033	0.025	0.023	0.026	0.019	0.029	0.02	0.012	0.01	0.018	0.011	0.02	0.011	0.003	0.002	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC050CC3A3F	COL9A1_integrin_a10b1_complex	simple:P20849	complex:integrin_a10b1_complex	ENSG00000112280		True	False	False	curated	True	0.026	0.019	0.028	0.019	0.011	0.01	0.019	0.012	0.022	0.013	0.005	0.003	0.134	0.126	0.136	0.127	0.119	0.118	0.052	0.045	0.055	0.046	0.038	0.036	0.019	0.012	0.021	0.012	0.004	0.003	0.018	0.011	0.021	0.011	0.003	0.002
CPI-SC05590EDD3	COL5A1_integrin_a10b1_complex	simple:P20908	complex:integrin_a10b1_complex	ENSG00000130635		True	False	False	curated	True	0.025	0.018	0.027	0.018	0.01	0.009	0.052	0.045	0.055	0.046	0.038	0.036	0.018	0.011	0.021	0.012	0.004	0.002	0.027	0.02	0.029	0.02	0.012	0.011	0.021	0.014	0.024	0.014	0.006	0.005	0.018	0.011	0.02	0.011	0.003	0.002
CPI-SC0FCB8DFBB	COL8A2_integrin_a10b1_complex	simple:P25067	complex:integrin_a10b1_complex	ENSG00000171812		True	False	False	curated	True	0.026	0.019	0.029	0.019	0.011	0.01	0.031	0.024	0.034	0.024	0.016	0.015	0.019	0.012	0.021	0.012	0.004	0.003	0.021	0.014	0.024	0.014	0.006	0.005	0.048	0.041	0.051	0.042	0.034	0.032	0.06	0.053	0.063	0.053	0.045	0.044
CPI-SC0DA063880	COL5A3_integrin_a10b1_complex	simple:P25940	complex:integrin_a10b1_complex	ENSG00000080573		True	False	False	curated	True	0.068	0.061	0.07	0.061	0.053	0.052	0.035	0.028	0.038	0.028	0.02	0.019	0.026	0.019	0.029	0.019	0.011	0.01	0.04	0.033	0.042	0.033	0.025	0.024	0.021	0.014	0.024	0.014	0.007	0.005	0.018	0.011	0.02	0.011	0.003	0.002
CPI-SC068FFC547	COL8A1_integrin_a10b1_complex	simple:P27658	complex:integrin_a10b1_complex	ENSG00000144810		True	False	False	curated	True	0.031	0.024	0.034	0.025	0.017	0.015	0.047	0.04	0.05	0.041	0.033	0.031	0.022	0.015	0.024	0.015	0.007	0.006	0.043	0.036	0.046	0.036	0.028	0.027	0.019	0.012	0.021	0.012	0.004	0.003	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC0F1833AC0	COL4A5_integrin_a10b1_complex	simple:P29400	complex:integrin_a10b1_complex	ENSG00000188153		True	False	False	curated	True	0.037	0.03	0.04	0.03	0.022	0.021	0.033	0.026	0.035	0.026	0.018	0.017	0.027	0.02	0.029	0.02	0.012	0.011	0.034	0.027	0.037	0.028	0.02	0.018	0.021	0.014	0.024	0.014	0.006	0.005	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC01BE5E1F7	COL15A1_integrin_a10b1_complex	simple:P39059	complex:integrin_a10b1_complex	ENSG00000204291		True	False	False	curated	True	0.02	0.013	0.022	0.013	0.005	0.004	0.02	0.013	0.023	0.013	0.005	0.004	0.019	0.012	0.021	0.012	0.004	0.003	0.021	0.014	0.023	0.014	0.006	0.005	0.028	0.021	0.03	0.021	0.013	0.012	0.028	0.02	0.03	0.021	0.013	0.012
CPI-SC039737584	COL18A1_integrin_a10b1_complex	simple:P39060	complex:integrin_a10b1_complex	ENSG00000182871		True	False	False	curated	True	0.03	0.022	0.032	0.023	0.015	0.014	0.058	0.051	0.061	0.051	0.043	0.042	0.028	0.021	0.031	0.022	0.014	0.012	0.037	0.03	0.039	0.03	0.022	0.021	0.034	0.027	0.037	0.027	0.019	0.018	0.045	0.038	0.048	0.039	0.031	0.029
CPI-SC030087D4F	COL4A4_integrin_a10b1_complex	simple:P53420	complex:integrin_a10b1_complex	ENSG00000081052		True	False	False	curated	True	0.018	0.011	0.021	0.011	0.003	0.002	0.019	0.012	0.021	0.012	0.004	0.003	0.025	0.018	0.027	0.018	0.01	0.009	0.025	0.018	0.028	0.019	0.011	0.009	0.018	0.01	0.02	0.011	0.003	0.001	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC0CC8A2F79	COL4A3_integrin_a10b1_complex	simple:Q01955	complex:integrin_a10b1_complex	ENSG00000169031		True	False	False	curated	True	0.018	0.011	0.021	0.011	0.003	0.002	0.019	0.012	0.021	0.012	0.004	0.003	0.027	0.02	0.03	0.021	0.013	0.011	0.024	0.017	0.027	0.017	0.009	0.008	0.017	0.01	0.02	0.011	0.003	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0B4771D76	COL7A1_integrin_a10b1_complex	simple:Q02388	complex:integrin_a10b1_complex	ENSG00000114270		True	False	False	curated	True	0.02	0.013	0.023	0.014	0.006	0.004	0.029	0.022	0.031	0.022	0.014	0.013	0.025	0.018	0.027	0.018	0.01	0.009	0.022	0.015	0.024	0.015	0.007	0.006	0.02	0.012	0.022	0.013	0.005	0.004	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC0B4F620A6	COL10A1_integrin_a10b1_complex	simple:Q03692	complex:integrin_a10b1_complex	ENSG00000123500		True	False	False	curated	True	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.011	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0B6D93CD4	COL14A1_integrin_a10b1_complex	simple:Q05707	complex:integrin_a10b1_complex	ENSG00000187955		True	False	False	curated	True	0.018	0.011	0.02	0.011	0.003	0.002	0.027	0.019	0.029	0.02	0.012	0.011	0.022	0.015	0.024	0.015	0.007	0.006	0.022	0.015	0.025	0.016	0.008	0.006	0.018	0.011	0.021	0.012	0.004	0.002	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC027EF0F68	COL16A1_integrin_a10b1_complex	simple:Q07092	complex:integrin_a10b1_complex	ENSG00000084636		True	False	False	curated	True	0.094	0.087	0.097	0.088	0.08	0.078	0.058	0.051	0.061	0.052	0.044	0.042	0.055	0.048	0.058	0.049	0.041	0.039	0.084	0.077	0.087	0.077	0.07	0.068	0.02	0.013	0.022	0.013	0.005	0.004	0.019	0.012	0.021	0.012	0.004	0.003
CPI-SC0BFDE14E9	COL4A6_integrin_a10b1_complex	simple:Q14031	complex:integrin_a10b1_complex	ENSG00000197565		True	False	False	curated	True	0.021	0.013	0.023	0.014	0.006	0.005	0.02	0.013	0.023	0.013	0.005	0.004	0.021	0.014	0.024	0.014	0.006	0.005	0.02	0.013	0.023	0.013	0.005	0.004	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0FD500AF3	COL9A3_integrin_a10b1_complex	simple:Q14050	complex:integrin_a10b1_complex	ENSG00000092758		True	False	False	curated	True	0.269	0.262	0.272	0.263	0.255	0.253	0.106	0.099	0.109	0.099	0.092	0.09	0.173	0.166	0.176	0.167	0.159	0.157	0.332	0.325	0.335	0.325	0.317	0.316	0.026	0.019	0.028	0.019	0.011	0.01	0.02	0.013	0.023	0.013	0.005	0.004
CPI-SC0A210DC1F	COL9A2_integrin_a10b1_complex	simple:Q14055	complex:integrin_a10b1_complex	ENSG00000049089		True	False	False	curated	True	0.075	0.068	0.078	0.068	0.061	0.059	0.042	0.035	0.045	0.035	0.027	0.026	0.145	0.138	0.147	0.138	0.13	0.129	0.104	0.097	0.106	0.097	0.089	0.088	0.038	0.03	0.04	0.031	0.023	0.022	0.053	0.045	0.055	0.046	0.038	0.037
CPI-SC0423059DF	COL19A1_integrin_a10b1_complex	simple:Q14993	complex:integrin_a10b1_complex	ENSG00000082293		True	False	False	curated	True	0.017	0.01	0.02	0.011	0.003	0.001	0.018	0.011	0.02	0.011	0.003	0.002	0.023	0.016	0.026	0.016	0.008	0.007	0.018	0.011	0.02	0.011	0.003	0.002	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC09E4E673B	COL24A1_integrin_a10b1_complex	simple:Q17RW2	complex:integrin_a10b1_complex	ENSG00000171502		True	False	False	curated	True	0.018	0.01	0.02	0.011	0.003	0.002	0.018	0.01	0.02	0.011	0.003	0.002	0.017	0.01	0.02	0.011	0.003	0.001	0.018	0.011	0.021	0.012	0.004	0.002	0.019	0.012	0.022	0.012	0.004	0.003	0.017	0.01	0.02	0.011	0.003	0.001
CPI-SC0E9AA9087	COL28A1_integrin_a10b1_complex	simple:Q2UY09	complex:integrin_a10b1_complex	ENSG00000215018		True	False	False	curated	True	0.062	0.055	0.064	0.055	0.047	0.046	0.028	0.021	0.03	0.021	0.013	0.012	0.018	0.011	0.02	0.011	0.003	0.002	0.033	0.025	0.035	0.026	0.018	0.017	0.017	0.01	0.02	0.011	0.003	0.001	0.017	0.01	0.02	0.01	0.003	0.001
CPI-SC0A18569E5	COL13A1_integrin_a10b1_complex	simple:Q5TAT6	complex:integrin_a10b1_complex	ENSG00000197467		False	False	False	curated	True	0.018	0.011	0.021	0.012	0.004	0.002	0.024	0.017	0.027	0.018	0.01	0.008	0.018	0.01	0.02	0.011	0.003	0.002	0.019	0.012	0.022	0.013	0.005	0.003	0.018	0.011	0.02	0.011	0.003	0.002	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC090152EEE	COL27A1_integrin_a10b1_complex	simple:Q8IZC6	complex:integrin_a10b1_complex	ENSG00000196739		True	False	False	curated	True	0.072	0.065	0.075	0.065	0.057	0.056	0.046	0.039	0.048	0.039	0.031	0.03	0.046	0.039	0.048	0.039	0.031	0.03	0.04	0.032	0.042	0.033	0.025	0.024	0.025	0.018	0.027	0.018	0.01	0.009	0.019	0.011	0.021	0.012	0.004	0.003
CPI-SC0AA500B63	COL22A1_integrin_a10b1_complex	simple:Q8NFW1	complex:integrin_a10b1_complex	ENSG00000169436		True	False	False	curated	True	0.051	0.044	0.053	0.044	0.036	0.035	0.038	0.03	0.04	0.031	0.023	0.022	0.046	0.038	0.048	0.039	0.031	0.03	0.049	0.042	0.051	0.042	0.034	0.033	0.02	0.013	0.022	0.013	0.005	0.004	0.018	0.01	0.02	0.011	0.003	0.002
CPI-SC008D5E4B2	COL26A1_integrin_a10b1_complex	simple:Q96A83	complex:integrin_a10b1_complex	ENSG00000160963		True	False	False	curated	True	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.011	0.003	0.001	0.02	0.013	0.022	0.013	0.005	0.004	0.018	0.011	0.02	0.011	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC076898564	COL21A1_integrin_a10b1_complex	simple:Q96P44	complex:integrin_a10b1_complex	ENSG00000124749		True	False	False	curated	True	0.018	0.011	0.02	0.011	0.003	0.002	0.02	0.013	0.023	0.014	0.006	0.004	0.018	0.01	0.02	0.011	0.003	0.002	0.023	0.016	0.026	0.016	0.008	0.007	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0EC720659	COL12A1_integrin_a10b1_complex	simple:Q99715	complex:integrin_a10b1_complex	ENSG00000111799		True	False	False	curated	True	0.022	0.015	0.024	0.015	0.007	0.006	0.026	0.019	0.029	0.02	0.012	0.01	0.018	0.011	0.021	0.012	0.004	0.002	0.022	0.015	0.024	0.015	0.007	0.006	0.019	0.012	0.022	0.012	0.004	0.003	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0F393B830	COL20A1_integrin_a10b1_complex	simple:Q9P218	complex:integrin_a10b1_complex	ENSG00000101203		True	False	False	curated	True	0.049	0.042	0.052	0.042	0.034	0.033	0.033	0.026	0.035	0.026	0.018	0.017	0.108	0.101	0.111	0.101	0.094	0.092	0.208	0.201	0.211	0.202	0.194	0.192	0.022	0.015	0.025	0.015	0.007	0.006	0.019	0.012	0.022	0.012	0.004	0.003
CPI-SC00942962B	COL17A1_integrin_a10b1_complex	simple:Q9UMD9	complex:integrin_a10b1_complex	ENSG00000065618		True	False	False	curated	True	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.011	0.003	0.001	0.018	0.011	0.02	0.011	0.003	0.002	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001	0.017	0.01	0.02	0.01	0.002	0.001
CPI-SC0EDDBD0FB	COL6A6_integrin_a11b1_complex	simple:A6NMZ7	complex:integrin_a11b1_complex	ENSG00000206384		True	False	False	curated	True	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0AD2341AF	COL1A1_integrin_a11b1_complex	simple:P02452	complex:integrin_a11b1_complex	ENSG00000108821		True	False	False	curated	True	0.012	0.01	0.009	0.01	0.009	0.008	0.023	0.022	0.021	0.022	0.021	0.02	0.006	0.004	0.003	0.004	0.003	0.002	0.035	0.034	0.033	0.034	0.032	0.032	0.032	0.031	0.03	0.031	0.03	0.029	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC0A5E87289	COL2A1_integrin_a11b1_complex	simple:P02458	complex:integrin_a11b1_complex	ENSG00000139219		True	False	False	curated	True	0.006	0.005	0.004	0.005	0.004	0.003	0.004	0.002	0.001	0.002	0.001	0.0	0.006	0.005	0.004	0.005	0.004	0.003	0.007	0.005	0.004	0.005	0.004	0.003	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0
CPI-SC0C061DC28	COL3A1_integrin_a11b1_complex	simple:P02461	complex:integrin_a11b1_complex	ENSG00000168542		True	False	False	curated	True	0.01	0.009	0.008	0.009	0.008	0.007	0.007	0.006	0.005	0.006	0.005	0.004	0.004	0.002	0.001	0.002	0.001	0.0	0.041	0.04	0.039	0.04	0.039	0.038	0.041	0.04	0.039	0.04	0.039	0.038	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC0C351F7DF	COL4A1_integrin_a11b1_complex	simple:P02462	complex:integrin_a11b1_complex	ENSG00000187498		True	False	False	curated	True	0.13	0.129	0.128	0.128	0.127	0.127	0.097	0.095	0.094	0.095	0.094	0.093	0.047	0.046	0.045	0.046	0.045	0.044	0.093	0.092	0.091	0.091	0.09	0.09	0.048	0.047	0.045	0.046	0.045	0.045	0.005	0.004	0.003	0.004	0.003	0.002
CPI-SC0AE4F5BAB	FN1_integrin_a11b1_complex	simple:P02751	complex:integrin_a11b1_complex	ENSG00000115414		True	False	False	curated	True	0.099	0.098	0.097	0.098	0.097	0.096	0.251	0.25	0.249	0.249	0.248	0.248	0.031	0.03	0.028	0.029	0.028	0.028	0.116	0.114	0.113	0.114	0.113	0.112	0.236	0.235	0.234	0.235	0.234	0.233	0.039	0.038	0.037	0.038	0.037	0.036
CPI-SC075489ADB	COL5A2_integrin_a11b1_complex	simple:P05997	complex:integrin_a11b1_complex	ENSG00000204262		True	False	False	curated	True	0.136	0.135	0.134	0.135	0.134	0.133	0.129	0.127	0.126	0.127	0.126	0.125	0.008	0.007	0.006	0.007	0.006	0.005	0.066	0.065	0.063	0.064	0.063	0.062	0.022	0.021	0.02	0.021	0.02	0.019	0.005	0.004	0.002	0.003	0.002	0.002
CPI-SC015ECCD97	COL1A2_integrin_a11b1_complex	simple:P08123	complex:integrin_a11b1_complex	ENSG00000164692		True	False	False	curated	True	0.03	0.029	0.028	0.029	0.028	0.027	0.127	0.126	0.125	0.125	0.124	0.124	0.016	0.014	0.013	0.014	0.013	0.012	0.108	0.107	0.106	0.107	0.106	0.105	0.043	0.042	0.04	0.041	0.04	0.04	0.008	0.007	0.006	0.007	0.006	0.005
CPI-SC09AE93F66	COL4A2_integrin_a11b1_complex	simple:P08572	complex:integrin_a11b1_complex	ENSG00000134871		True	False	False	curated	True	0.14	0.139	0.138	0.139	0.138	0.137	0.102	0.101	0.1	0.101	0.1	0.099	0.056	0.054	0.053	0.054	0.053	0.052	0.076	0.075	0.074	0.075	0.073	0.073	0.026	0.025	0.023	0.024	0.023	0.023	0.006	0.005	0.003	0.004	0.003	0.003
CPI-SC06F3DDF90	COL11A1_integrin_a11b1_complex	simple:P12107	complex:integrin_a11b1_complex	ENSG00000060718		True	False	False	curated	True	0.021	0.019	0.018	0.019	0.018	0.017	0.012	0.011	0.01	0.011	0.01	0.009	0.142	0.141	0.139	0.14	0.139	0.139	0.04	0.039	0.038	0.039	0.038	0.037	0.004	0.003	0.002	0.003	0.002	0.001	0.004	0.003	0.001	0.002	0.001	0.001
CPI-SC0FB1817EE	COL6A1_integrin_a11b1_complex	simple:P12109	complex:integrin_a11b1_complex	ENSG00000142156		True	False	False	curated	True	0.227	0.226	0.225	0.226	0.225	0.224	0.349	0.348	0.347	0.348	0.347	0.346	0.096	0.095	0.094	0.095	0.094	0.093	0.169	0.168	0.167	0.168	0.167	0.166	0.016	0.015	0.014	0.015	0.013	0.013	0.006	0.005	0.004	0.005	0.004	0.003
CPI-SC0C5B4E222	COL6A2_integrin_a11b1_complex	simple:P12110	complex:integrin_a11b1_complex	ENSG00000142173		True	False	False	curated	True	0.06	0.059	0.058	0.059	0.058	0.057	0.214	0.213	0.212	0.213	0.212	0.211	0.05	0.049	0.047	0.048	0.047	0.047	0.045	0.044	0.043	0.044	0.042	0.042	0.006	0.005	0.004	0.005	0.003	0.003	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC044916391	COL6A3_integrin_a11b1_complex	simple:P12111	complex:integrin_a11b1_complex	ENSG00000163359		True	False	False	curated	True	0.007	0.006	0.005	0.006	0.005	0.004	0.013	0.012	0.011	0.012	0.011	0.01	0.006	0.005	0.003	0.004	0.003	0.002	0.012	0.01	0.009	0.01	0.009	0.008	0.014	0.013	0.012	0.013	0.012	0.011	0.005	0.004	0.003	0.004	0.003	0.002
CPI-SC06DCE672A	COL11A2_integrin_a11b1_complex	simple:P13942	complex:integrin_a11b1_complex	ENSG00000204248		True	False	False	curated	True	0.011	0.01	0.009	0.01	0.009	0.008	0.008	0.007	0.005	0.006	0.005	0.005	0.026	0.025	0.023	0.024	0.023	0.022	0.013	0.011	0.01	0.011	0.01	0.009	0.004	0.003	0.002	0.003	0.002	0.001	0.004	0.003	0.001	0.002	0.001	0.001
CPI-SC0E8C3A996	COL9A1_integrin_a11b1_complex	simple:P20849	complex:integrin_a11b1_complex	ENSG00000112280		True	False	False	curated	True	0.012	0.011	0.01	0.011	0.01	0.009	0.006	0.005	0.004	0.004	0.003	0.003	0.12	0.119	0.118	0.119	0.118	0.117	0.039	0.038	0.037	0.037	0.036	0.036	0.005	0.004	0.003	0.004	0.003	0.002	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC08821B0D2	COL5A1_integrin_a11b1_complex	simple:P20908	complex:integrin_a11b1_complex	ENSG00000130635		True	False	False	curated	True	0.011	0.01	0.009	0.01	0.009	0.008	0.039	0.038	0.037	0.037	0.036	0.036	0.005	0.004	0.002	0.003	0.002	0.002	0.013	0.012	0.011	0.012	0.011	0.01	0.007	0.006	0.005	0.006	0.005	0.004	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC0CC30CEC0	COL8A2_integrin_a11b1_complex	simple:P25067	complex:integrin_a11b1_complex	ENSG00000171812		True	False	False	curated	True	0.012	0.011	0.01	0.011	0.01	0.009	0.018	0.016	0.015	0.016	0.015	0.014	0.005	0.004	0.003	0.004	0.003	0.002	0.007	0.006	0.005	0.006	0.005	0.004	0.035	0.033	0.032	0.033	0.032	0.031	0.046	0.045	0.044	0.045	0.044	0.043
CPI-SC0D0BFC9F7	COL5A3_integrin_a11b1_complex	simple:P25940	complex:integrin_a11b1_complex	ENSG00000080573		True	False	False	curated	True	0.054	0.053	0.052	0.053	0.052	0.051	0.022	0.02	0.019	0.02	0.019	0.018	0.012	0.011	0.01	0.011	0.01	0.009	0.026	0.025	0.024	0.025	0.024	0.023	0.008	0.006	0.005	0.006	0.005	0.004	0.004	0.003	0.002	0.003	0.002	0.001
CPI-SC04FF0CDA1	COL8A1_integrin_a11b1_complex	simple:P27658	complex:integrin_a11b1_complex	ENSG00000144810		True	False	False	curated	True	0.018	0.017	0.015	0.016	0.015	0.014	0.034	0.032	0.031	0.032	0.031	0.03	0.008	0.007	0.006	0.007	0.006	0.005	0.03	0.028	0.027	0.028	0.027	0.026	0.005	0.004	0.003	0.004	0.003	0.002	0.004	0.003	0.001	0.002	0.001	0.001
CPI-SC044B5BE16	COL4A5_integrin_a11b1_complex	simple:P29400	complex:integrin_a11b1_complex	ENSG00000188153		True	False	False	curated	True	0.023	0.022	0.021	0.022	0.021	0.02	0.019	0.018	0.017	0.018	0.017	0.016	0.013	0.012	0.011	0.012	0.011	0.01	0.021	0.02	0.018	0.019	0.018	0.018	0.008	0.006	0.005	0.006	0.005	0.004	0.004	0.003	0.001	0.002	0.001	0.001
CPI-SC0BCE0B954	COL15A1_integrin_a11b1_complex	simple:P39059	complex:integrin_a11b1_complex	ENSG00000204291		True	False	False	curated	True	0.006	0.005	0.004	0.005	0.004	0.003	0.007	0.005	0.004	0.005	0.004	0.003	0.005	0.004	0.003	0.004	0.003	0.002	0.007	0.006	0.005	0.006	0.005	0.004	0.014	0.013	0.012	0.013	0.012	0.011	0.014	0.013	0.012	0.013	0.012	0.011
CPI-SC0755F1632	COL18A1_integrin_a11b1_complex	simple:P39060	complex:integrin_a11b1_complex	ENSG00000182871		True	False	False	curated	True	0.016	0.015	0.014	0.015	0.014	0.013	0.044	0.043	0.042	0.043	0.042	0.041	0.015	0.014	0.012	0.013	0.012	0.012	0.023	0.022	0.021	0.022	0.021	0.02	0.02	0.019	0.018	0.019	0.018	0.017	0.032	0.031	0.029	0.03	0.029	0.029
CPI-SC0FAC9844A	COL4A4_integrin_a11b1_complex	simple:P53420	complex:integrin_a11b1_complex	ENSG00000081052		True	False	False	curated	True	0.004	0.003	0.002	0.003	0.002	0.001	0.005	0.004	0.003	0.004	0.003	0.002	0.011	0.01	0.009	0.01	0.009	0.008	0.012	0.011	0.01	0.01	0.009	0.009	0.004	0.003	0.002	0.002	0.001	0.001	0.004	0.002	0.001	0.002	0.001	0.0
CPI-SC08F17FB3E	COL4A3_integrin_a11b1_complex	simple:Q01955	complex:integrin_a11b1_complex	ENSG00000169031		True	False	False	curated	True	0.004	0.003	0.002	0.003	0.002	0.001	0.005	0.004	0.003	0.004	0.003	0.002	0.014	0.013	0.011	0.012	0.011	0.01	0.01	0.009	0.008	0.009	0.008	0.007	0.004	0.003	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0
CPI-SC037038602	COL7A1_integrin_a11b1_complex	simple:Q02388	complex:integrin_a11b1_complex	ENSG00000114270		True	False	False	curated	True	0.007	0.006	0.004	0.005	0.004	0.004	0.015	0.014	0.013	0.014	0.013	0.012	0.011	0.01	0.009	0.01	0.009	0.008	0.008	0.007	0.006	0.007	0.006	0.005	0.006	0.005	0.004	0.005	0.003	0.003	0.004	0.003	0.002	0.002	0.001	0.001
CPI-SC0519DE925	COL10A1_integrin_a11b1_complex	simple:Q03692	complex:integrin_a11b1_complex	ENSG00000123500		True	False	False	curated	True	0.003	0.002	0.001	0.002	0.001	0.0	0.004	0.003	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0
CPI-SC092A2325E	COL14A1_integrin_a11b1_complex	simple:Q05707	complex:integrin_a11b1_complex	ENSG00000187955		True	False	False	curated	True	0.004	0.003	0.002	0.003	0.002	0.001	0.013	0.012	0.011	0.012	0.01	0.01	0.008	0.007	0.006	0.007	0.006	0.005	0.009	0.008	0.006	0.007	0.006	0.005	0.005	0.004	0.002	0.003	0.002	0.002	0.004	0.002	0.001	0.002	0.001	0.0
CPI-SC01633DC81	COL16A1_integrin_a11b1_complex	simple:Q07092	complex:integrin_a11b1_complex	ENSG00000084636		True	False	False	curated	True	0.081	0.08	0.079	0.079	0.078	0.078	0.045	0.044	0.042	0.043	0.042	0.042	0.042	0.041	0.039	0.04	0.039	0.039	0.071	0.069	0.068	0.069	0.068	0.067	0.006	0.005	0.004	0.005	0.004	0.003	0.005	0.004	0.003	0.004	0.003	0.002
CPI-SC01539071B	COL4A6_integrin_a11b1_complex	simple:Q14031	complex:integrin_a11b1_complex	ENSG00000197565		True	False	False	curated	True	0.007	0.006	0.005	0.006	0.005	0.004	0.006	0.005	0.004	0.005	0.004	0.003	0.007	0.006	0.005	0.006	0.005	0.004	0.006	0.005	0.004	0.005	0.004	0.003	0.003	0.002	0.001	0.002	0.001	0.0	0.003	0.002	0.001	0.002	0.001	0.0
CPI-SC086D7EC73	COL9A3_integrin_a11b1_complex	simple:Q14050	complex:integrin_a11b1_complex	ENSG00000092758		True	False	False	curated	True	0.256	0.255	0.254	0.254	0.253	0.253	0.093	0.091	0.09	0.091	0.09	0.089	0.16	0.158	0.157	0.158	0.157	0.156	0.319	0.317	0.316	0.317	0.316	0.315	0.012	0.011	0.01	0.011	0.01	0.009	0.007	0.005	0.004	0.005	0.004	0.003
